"gmDateTime","teamLoc","teamAbbr","opptAbbr","gameID","lineupID","opptlineupID","timeSincePrev","city_played","lat","long","distSincePrev","oppt_timeSincePrev","oppt_distSincePrev"
2019-03-16 12:30:00,"Away","ATL","BOS","2019-3-16-ATLxBOS","2019-3-16-ATL","2019-3-16-BOS",2.70833333333333,"Boston",42.34,-71.02,15.9115178408598,1.70833333333333,0
2019-03-17 18:00:00,"Away","ATL","ORL","2019-3-17-ATLxORL","2019-3-17-ATL","2019-3-17-ORL",1.22916666666667,"Orlando",28.5,-81.37,17.2820166647299,2.95833333333333,0
2019-03-19 19:30:00,"Home","ATL","HOU","2019-3-19-ATLxHOU","2019-3-19-ATL","2019-3-19-HOU",2.0625,"Atlanta",33.76,-84.42,6.08030426870234,1.9375,11.6730887086495
2019-03-21 19:30:00,"Home","ATL","UTA","2019-3-21-ATLxUTA","2019-3-21-ATL","2019-3-21-UTA",2,"Atlanta",33.76,-84.42,0,1,12.553027523271
2019-03-23 19:30:00,"Home","ATL","PHI","2019-3-23-ATLxPHI","2019-3-23-ATL","2019-3-23-PHI",2,"Atlanta",33.76,-84.42,0,3.02083333333333,11.1967227348006
2019-03-26 20:00:00,"Away","ATL","NOP","2019-3-26-ATLxNOP","2019-3-26-ATL","2019-3-26-NOP",3.02083333333333,"New Orleans",30.07,-89.93,6.63145534554822,2.04166666666667,0
2019-03-29 19:30:00,"Home","ATL","POR","2019-3-29-ATLxPOR","2019-3-29-ATL","2019-3-29-POR",2.97916666666667,"Atlanta",33.76,-84.42,6.63145534554822,1.97916666666667,8.71286405265227
2019-03-31 12:30:00,"Home","ATL","MIL","2019-3-31-ATLxMIL","2019-3-31-ATL","2019-3-31-MIL",1.70833333333333,"Atlanta",33.76,-84.42,0,2.6875,9.9545215856916
2019-04-02 20:30:00,"Away","ATL","SAS","2019-4-2-ATLxSAS","2019-4-2-ATL","2019-4-2-SAS",2.33333333333333,"San Antonio",29.46,-98.51,14.7315342038771,2.0625,0
2019-04-03 19:30:00,"Home","ATL","PHI","2019-4-3-ATLxPHI","2019-4-3-ATL","2019-4-3-PHI",0.958333333333333,"Atlanta",33.76,-84.42,14.7315342038771,1.95833333333333,12.3880345495159
2019-04-05 19:00:00,"Away","ATL","ORL","2019-4-5-ATLxORL","2019-4-5-ATL","2019-4-5-ORL",1.97916666666667,"Orlando",28.5,-81.37,6.08030426870234,2,0
2019-04-07 19:00:00,"Away","ATL","MIL","2019-4-7-ATLxMIL","2019-4-7-ATL","2019-4-7-MIL",2,"Milwaukee",43.06,-87.97,15.9860439133639,1.08333333333333,0
2019-04-10 20:00:00,"Home","ATL","IND","2019-4-10-ATLxIND","2019-4-10-ATL","2019-4-10-IND",3.04166666666667,"Atlanta",33.76,-84.42,9.9545215856916,3.125,6.26364909617389
2018-10-16 20:00:00,"Home","BOS","PHI","2018-10-16-BOSxPHI","2018-10-16-BOS","2018-10-16-PHI",10,"Boston",42.34,-71.02,0,10,0
2018-10-19 20:00:00,"Away","BOS","TOR","2018-10-19-BOSxTOR","2018-10-19-BOS","2018-10-19-TOR",3,"Toronto",43.65,-79.38,8.46201512643413,2.02083333333333,0
2018-10-20 19:30:00,"Away","BOS","NYK","2018-10-20-BOSxNYK","2018-10-20-BOS","2018-10-20-NYK",0.979166666666667,"New York",40.67,-73.94,6.20274132944458,1,0
2018-10-22 19:30:00,"Home","BOS","ORL","2018-10-22-BOSxORL","2018-10-22-BOS","2018-10-22-ORL",2,"Boston",42.34,-71.02,3.36382223073694,2,4.72451055666087
